590,Atun Sierra Tipo 13,UNIDAD
591,Cuaderno Inti Tipo 22,UNIDAD
592,Shampoo Mascota Pacifico Tipo 22,LITRO
593,Fideo Amazonia Tipo 12,UNIDAD
594,Bebida Energetica Sol Tipo 13,LITRO
595,Desinfectante Misti Tipo 03,LITRO
596,Pasta Dental Kantu Tipo 03,UNIDAD
597,Barra Energetica Misti Tipo 04,KG
598,Sardina Central Tipo 09,UNIDAD
599,Folder Kantu Tipo 23,UNIDAD
600,Alimento Perro Kantu Tipo 12,UNIDAD
